shipment_id,product_id,warehouse_id,dispatch_date,weather_conditions,delayed
SH_535,P_111,W_3,2026-01-03,Clear,0
SH_536,P_196,W_9,2026-01-31,Storm,0
SH_537,P_83,W_0,2026-02-06,Snow,0
SH_538,P_115,W_7,2026-03-20,Rain,0
SH_539,P_96,W_6,2026-03-13,Rain,0
SH_540,P_169,W_6,2026-01-09,Clear,0
SH_541,P_75,W_3,2026-02-26,Clear,1
SH_542,P_39,W_6,2026-02-15,Rain,0
SH_543,P_81,W_5,2026-03-23,Clear,1
SH_544,P_78,W_7,2026-01-30,Snow,0
SH_545,P_26,W_2,2026-02-03,Clear,1
SH_546,P_114,W_8,2026-01-16,Storm,1
SH_547,P_22,W_5,2026-01-11,Clear,0
SH_548,P_83,W_6,2026-03-12,Clear,1
SH_549,P_99,W_1,2026-02-07,Rain,0
SH_550,P_43,W_6,2026-02-25,Rain,0
SH_551,P_77,W_4,2026-02-23,Storm,1
SH_552,P_42,W_6,2026-02-19,Snow,0
SH_553,P_123,W_1,2026-01-02,Snow,1
SH_554,P_63,W_7,2026-03-07,Rain,0
SH_555,P_34,W_4,2026-01-21,Clear,0
SH_556,P_85,W_9,2026-01-11,Storm,0
SH_557,P_84,W_7,2026-02-16,Snow,1
SH_558,P_166,W_9,2026-01-06,Rain,0
SH_559,P_154,W_3,2026-03-05,Storm,1
SH_560,P_101,W_5,2026-01-18,Snow,0
SH_561,P_162,W_7,2026-01-18,Rain,0
SH_562,P_71,W_6,2026-03-14,Snow,1
SH_563,P_144,W_3,2026-01-28,Rain,0
SH_564,P_140,W_0,2026-01-13,Storm,0
SH_565,P_53,W_7,2026-03-16,Snow,0
SH_566,P_17,W_6,2026-01-01,Storm,1
SH_567,P_77,W_3,2026-03-13,Snow,0
SH_568,P_183,W_6,2026-01-13,Storm,1
SH_569,P_153,W_7,2026-01-11,Storm,0
SH_570,P_177,W_6,2026-01-21,Clear,0
SH_571,P_92,W_8,2026-01-15,Clear,0
SH_572,P_63,W_5,2026-02-24,Rain,0
SH_573,P_11,W_9,2026-01-03,Storm,0
SH_574,P_84,W_6,2026-01-02,Clear,1
SH_575,P_66,W_3,2026-03-07,Rain,0
SH_576,P_100,W_7,2026-01-20,Rain,0
SH_577,P_6,W_7,2026-01-27,Clear,1
SH_578,P_21,W_1,2026-01-15,Rain,0
SH_579,P_87,W_7,2026-01-05,Rain,0
SH_580,P_89,W_7,2026-03-03,Clear,0
SH_581,P_178,W_7,2026-02-13,Snow,1
SH_582,P_11,W_1,2026-03-03,Clear,0
SH_583,P_165,W_1,2026-02-09,Rain,0
SH_584,P_189,W_3,2026-03-06,Rain,0
SH_585,P_84,W_8,2026-02-12,Storm,0
SH_586,P_59,W_6,2026-01-10,Rain,1
SH_587,P_168,W_6,2026-02-11,Storm,1
SH_588,P_157,W_3,2026-03-20,Storm,0
SH_589,P_99,W_0,2026-01-04,Rain,0
SH_590,P_192,W_1,2026-03-07,Clear,0
SH_591,P_137,W_2,2026-03-13,Snow,1
SH_592,P_117,W_1,2026-02-13,Snow,0
SH_593,P_125,W_8,2026-02-08,Snow,1
SH_594,P_156,W_6,2026-03-22,Clear,0
SH_595,P_117,W_9,2026-01-06,Rain,0
SH_596,P_180,W_4,2026-02-09,Clear,0
SH_597,P_80,W_1,2026-02-03,Rain,0
SH_598,P_46,W_5,2026-02-26,Rain,0
SH_599,P_107,W_9,2026-02-10,Rain,0
SH_600,P_108,W_2,2026-03-17,Storm,0
SH_601,P_177,W_2,2026-01-07,Rain,0
SH_602,P_35,W_2,2026-01-07,Snow,0
SH_603,P_158,W_0,2026-02-20,Snow,0
SH_604,P_124,W_2,2026-01-06,Rain,0
SH_605,P_143,W_8,2026-01-23,Storm,1
SH_606,P_125,W_6,2026-02-22,Storm,1
SH_607,P_21,W_9,2026-02-15,Clear,0
SH_608,P_56,W_4,2026-01-27,Clear,0
SH_609,P_137,W_4,2026-03-24,Rain,0
SH_610,P_144,W_7,2026-02-14,Clear,0
SH_611,P_68,W_8,2026-02-07,Snow,1
SH_612,P_193,W_0,2026-02-20,Storm,0
SH_613,P_108,W_1,2026-01-09,Rain,0
SH_614,P_8,W_7,2026-02-28,Snow,1
SH_615,P_22,W_7,2026-03-12,Clear,0
SH_616,P_60,W_3,2026-02-24,Snow,0
SH_617,P_156,W_6,2026-03-05,Rain,0
SH_618,P_52,W_3,2026-03-01,Clear,0
SH_619,P_136,W_4,2026-01-18,Rain,0
SH_620,P_180,W_4,2026-02-07,Snow,0
SH_621,P_131,W_1,2026-01-19,Rain,0
SH_622,P_105,W_0,2026-01-29,Snow,0
SH_623,P_32,W_2,2026-02-07,Rain,0
SH_624,P_82,W_3,2026-02-04,Storm,0
SH_625,P_147,W_4,2026-01-08,Storm,1
SH_626,P_19,W_1,2026-02-05,Storm,0
SH_627,P_71,W_5,2026-02-25,Storm,0
SH_628,P_83,W_9,2026-02-01,Clear,0
SH_629,P_187,W_1,2026-01-13,Storm,0
SH_630,P_178,W_5,2026-03-18,Clear,0
SH_631,P_101,W_3,2026-01-06,Storm,0
SH_632,P_126,W_4,2026-03-11,Snow,0
SH_633,P_86,W_8,2026-01-08,Rain,0
SH_634,P_124,W_5,2026-01-09,Clear,1
SH_635,P_160,W_7,2026-03-03,Clear,1
SH_636,P_40,W_7,2026-03-09,Storm,1
SH_637,P_109,W_3,2026-02-16,Rain,0
SH_638,P_77,W_2,2026-02-18,Snow,1
SH_639,P_92,W_4,2026-02-16,Clear,0
SH_640,P_166,W_2,2026-01-28,Clear,0
SH_641,P_78,W_3,2026-01-11,Storm,0
SH_642,P_180,W_1,2026-01-30,Clear,0
SH_643,P_19,W_2,2026-02-25,Rain,0
SH_644,P_113,W_0,2026-03-04,Clear,0
SH_645,P_30,W_6,2026-03-14,Rain,0
SH_646,P_58,W_6,2026-03-01,Clear,0
SH_647,P_26,W_1,2026-03-22,Snow,1
SH_648,P_76,W_2,2026-02-19,Storm,0
SH_649,P_192,W_2,2026-01-30,Rain,1
SH_650,P_144,W_0,2026-02-17,Rain,0
SH_651,P_184,W_3,2026-01-18,Rain,0
SH_652,P_157,W_7,2026-02-24,Rain,1
SH_653,P_25,W_2,2026-01-19,Clear,0
SH_654,P_98,W_5,2026-01-09,Storm,1
SH_655,P_35,W_3,2026-03-12,Snow,0
SH_656,P_63,W_8,2026-01-31,Snow,0
SH_657,P_176,W_0,2026-03-05,Snow,1
SH_658,P_155,W_8,2026-02-17,Rain,0
SH_659,P_75,W_0,2026-03-08,Rain,0
SH_660,P_28,W_3,2026-03-12,Storm,0
SH_661,P_18,W_8,2026-03-22,Clear,0
SH_662,P_81,W_2,2026-03-09,Storm,0
SH_663,P_145,W_6,2026-02-20,Snow,1
SH_664,P_44,W_7,2026-02-23,Clear,1
SH_665,P_17,W_0,2026-01-03,Snow,1
SH_666,P_15,W_6,2026-03-19,Snow,0
SH_667,P_128,W_6,2026-03-10,Storm,0
SH_668,P_21,W_8,2026-01-23,Rain,1
SH_669,P_79,W_1,2026-01-15,Rain,0
SH_670,P_39,W_8,2026-02-28,Snow,1
SH_671,P_162,W_1,2026-01-26,Snow,0
SH_672,P_186,W_3,2026-01-29,Clear,1
SH_673,P_111,W_1,2026-01-01,Storm,0
SH_674,P_14,W_4,2026-03-14,Rain,0
SH_675,P_181,W_2,2026-02-17,Clear,0
SH_676,P_88,W_8,2026-02-03,Snow,1
SH_677,P_32,W_4,2026-01-12,Clear,0
SH_678,P_7,W_5,2026-02-22,Storm,1
SH_679,P_16,W_4,2026-01-03,Clear,0
SH_680,P_130,W_5,2026-03-03,Clear,0
SH_681,P_145,W_2,2026-01-18,Snow,1
SH_682,P_197,W_1,2026-02-04,Clear,1
SH_683,P_130,W_0,2026-01-29,Clear,0
SH_684,P_3,W_3,2026-01-31,Clear,0
SH_685,P_98,W_2,2026-03-01,Rain,0
SH_686,P_9,W_8,2026-03-06,Storm,1
SH_687,P_63,W_6,2026-02-17,Snow,1
SH_688,P_19,W_9,2026-01-08,Snow,1
SH_689,P_172,W_0,2026-01-05,Rain,1
SH_690,P_132,W_0,2026-01-14,Storm,1
SH_691,P_119,W_4,2026-02-21,Snow,1
SH_692,P_141,W_7,2026-02-25,Clear,0
SH_693,P_74,W_9,2026-01-23,Snow,0
SH_694,P_62,W_7,2026-02-24,Snow,0
SH_695,P_126,W_3,2026-02-10,Rain,1
SH_696,P_104,W_0,2026-02-06,Rain,0
SH_697,P_162,W_0,2026-01-23,Snow,1
SH_698,P_168,W_6,2026-03-04,Snow,1
SH_699,P_135,W_3,2026-01-10,Storm,0
SH_700,P_15,W_2,2026-02-05,Snow,1
SH_701,P_59,W_8,2026-01-24,Storm,0
SH_702,P_95,W_7,2026-02-26,Clear,0
SH_703,P_129,W_2,2026-02-10,Storm,1
SH_704,P_145,W_0,2026-02-25,Storm,0
SH_705,P_33,W_3,2026-01-04,Snow,1
SH_706,P_80,W_6,2026-02-02,Snow,1
SH_707,P_69,W_3,2026-02-19,Clear,0
SH_708,P_34,W_9,2026-01-01,Clear,1
SH_709,P_42,W_7,2026-01-26,Storm,1
SH_710,P_30,W_8,2026-01-18,Snow,0
SH_711,P_53,W_7,2026-01-12,Snow,1
SH_712,P_30,W_1,2026-01-22,Rain,0
SH_713,P_77,W_9,2026-01-28,Clear,1
SH_714,P_83,W_2,2026-01-01,Clear,0
SH_715,P_91,W_6,2026-03-04,Clear,0
SH_716,P_66,W_2,2026-01-15,Clear,0
SH_717,P_115,W_8,2026-02-01,Rain,1
SH_718,P_26,W_2,2026-02-28,Clear,1
SH_719,P_199,W_3,2026-02-11,Rain,0
SH_720,P_102,W_5,2026-03-11,Clear,0
SH_721,P_66,W_1,2026-03-08,Clear,0
SH_722,P_50,W_7,2026-01-06,Rain,1
SH_723,P_84,W_1,2026-03-13,Clear,0
SH_724,P_12,W_2,2026-01-04,Storm,0
SH_725,P_101,W_7,2026-01-02,Clear,0
SH_726,P_109,W_2,2026-03-18,Snow,1
SH_727,P_47,W_4,2026-03-13,Snow,0
SH_728,P_38,W_0,2026-02-17,Rain,0
SH_729,P_127,W_6,2026-02-17,Storm,1
SH_730,P_71,W_6,2026-02-28,Rain,0
SH_731,P_164,W_8,2026-02-04,Rain,0
SH_732,P_139,W_0,2026-01-10,Storm,0
SH_733,P_91,W_7,2026-01-02,Storm,1
SH_734,P_144,W_8,2026-01-27,Snow,1
SH_735,P_46,W_0,2026-03-08,Snow,1
SH_736,P_7,W_4,2026-02-21,Clear,0
SH_737,P_120,W_8,2026-03-11,Snow,0
SH_738,P_59,W_2,2026-03-18,Clear,1
SH_739,P_61,W_4,2026-01-08,Clear,0
SH_740,P_56,W_9,2026-03-12,Storm,1
SH_741,P_44,W_2,2026-01-21,Rain,0
SH_742,P_188,W_5,2026-02-18,Clear,0
SH_743,P_90,W_9,2026-02-13,Rain,0
SH_744,P_48,W_7,2026-02-02,Snow,1
SH_745,P_9,W_1,2026-01-26,Clear,1
SH_746,P_56,W_0,2026-01-29,Storm,1
SH_747,P_157,W_3,2026-01-28,Rain,0
SH_748,P_45,W_5,2026-01-14,Clear,1
SH_749,P_150,W_2,2026-02-12,Clear,0
SH_750,P_93,W_1,2026-01-10,Snow,0
SH_751,P_169,W_6,2026-02-12,Clear,0
SH_752,P_82,W_2,2026-03-17,Rain,0
SH_753,P_111,W_7,2026-01-29,Snow,1
SH_754,P_143,W_9,2026-03-02,Snow,1
SH_755,P_150,W_2,2026-03-09,Storm,1
SH_756,P_176,W_4,2026-03-09,Rain,1
SH_757,P_0,W_9,2026-01-20,Storm,0
SH_758,P_197,W_9,2026-01-13,Clear,1
SH_759,P_81,W_9,2026-01-17,Rain,0
SH_760,P_26,W_7,2026-02-19,Rain,0
SH_761,P_19,W_3,2026-03-05,Snow,0
SH_762,P_42,W_1,2026-02-24,Snow,0
SH_763,P_67,W_3,2026-01-15,Rain,0
SH_764,P_89,W_4,2026-03-06,Clear,0
SH_765,P_12,W_6,2026-02-11,Storm,0
SH_766,P_42,W_6,2026-03-04,Storm,0
SH_767,P_89,W_8,2026-03-05,Storm,1
SH_768,P_122,W_9,2026-02-07,Rain,0
SH_769,P_18,W_0,2026-03-18,Snow,1
SH_770,P_66,W_1,2026-02-16,Clear,0
SH_771,P_96,W_2,2026-02-22,Clear,0
SH_772,P_23,W_5,2026-02-21,Storm,0
SH_773,P_110,W_2,2026-03-13,Storm,1
SH_774,P_25,W_5,2026-02-22,Rain,0
SH_775,P_104,W_8,2026-01-13,Snow,0
SH_776,P_76,W_3,2026-01-06,Clear,1
SH_777,P_146,W_8,2026-02-06,Storm,1
SH_778,P_92,W_0,2026-01-26,Storm,1
SH_779,P_169,W_9,2026-01-23,Storm,1
SH_780,P_6,W_3,2026-01-05,Rain,0
SH_781,P_20,W_7,2026-02-12,Clear,0
SH_782,P_101,W_7,2026-01-26,Storm,0
SH_783,P_67,W_1,2026-02-07,Storm,1
SH_784,P_97,W_5,2026-01-05,Rain,0
SH_785,P_67,W_7,2026-03-11,Storm,1
SH_786,P_68,W_9,2026-01-07,Clear,1
SH_787,P_178,W_1,2026-03-13,Clear,0
SH_788,P_138,W_6,2026-03-12,Rain,0
SH_789,P_99,W_8,2026-02-21,Storm,0
SH_790,P_175,W_7,2026-02-12,Rain,0
SH_791,P_20,W_6,2026-02-08,Clear,0
SH_792,P_132,W_9,2026-02-16,Rain,1
SH_793,P_193,W_7,2026-03-07,Rain,0
SH_794,P_42,W_3,2026-03-16,Rain,0
SH_795,P_108,W_1,2026-02-07,Storm,1
SH_796,P_160,W_2,2026-03-09,Snow,1
SH_797,P_186,W_1,2026-02-24,Clear,0
SH_798,P_101,W_8,2026-01-27,Snow,0
SH_799,P_133,W_7,2026-02-09,Clear,0
SH_800,P_159,W_9,2026-01-13,Storm,1
SH_801,P_38,W_2,2026-01-06,Clear,0
SH_802,P_144,W_1,2026-01-09,Snow,0
SH_803,P_88,W_6,2026-03-16,Snow,1
SH_804,P_124,W_9,2026-01-29,Storm,1
SH_805,P_70,W_6,2026-03-01,Rain,0
SH_806,P_174,W_6,2026-02-11,Clear,0
SH_807,P_84,W_3,2026-01-15,Clear,0
SH_808,P_68,W_5,2026-01-21,Clear,0
SH_809,P_77,W_4,2026-02-06,Snow,0
SH_810,P_178,W_1,2026-02-06,Rain,0
SH_811,P_190,W_7,2026-02-13,Snow,1
SH_812,P_106,W_9,2026-01-14,Clear,1
SH_813,P_54,W_6,2026-01-31,Storm,0
SH_814,P_95,W_0,2026-01-24,Rain,1
SH_815,P_181,W_8,2026-02-03,Storm,1
SH_816,P_134,W_9,2026-01-29,Clear,0
SH_817,P_51,W_0,2026-02-19,Rain,1
SH_818,P_12,W_5,2026-03-07,Rain,0
SH_819,P_118,W_8,2026-02-23,Storm,0
SH_820,P_31,W_0,2026-01-06,Rain,0
SH_821,P_152,W_7,2026-01-08,Rain,0
SH_822,P_121,W_9,2026-02-26,Snow,1
SH_823,P_66,W_1,2026-01-24,Snow,1
SH_824,P_12,W_2,2026-03-02,Rain,0
SH_825,P_165,W_3,2026-02-24,Rain,1
SH_826,P_104,W_8,2026-03-17,Clear,0
SH_827,P_196,W_0,2026-03-14,Storm,0
SH_828,P_165,W_2,2026-01-28,Clear,1
SH_829,P_155,W_4,2026-02-18,Snow,0
SH_830,P_96,W_5,2026-01-12,Storm,1
SH_831,P_119,W_4,2026-01-30,Storm,0
SH_832,P_1,W_8,2026-03-22,Snow,1
SH_833,P_152,W_9,2026-02-27,Snow,1
SH_834,P_27,W_7,2026-02-02,Clear,0
SH_835,P_70,W_5,2026-02-19,Snow,1
SH_836,P_182,W_4,2026-03-19,Rain,1
SH_837,P_195,W_3,2026-01-26,Clear,0
SH_838,P_153,W_6,2026-02-01,Snow,0
SH_839,P_184,W_0,2026-03-07,Storm,0
SH_840,P_66,W_6,2026-03-09,Storm,1
SH_841,P_9,W_9,2026-02-25,Rain,0
SH_842,P_182,W_3,2026-03-10,Storm,0
SH_843,P_171,W_5,2026-03-03,Snow,0
SH_844,P_168,W_8,2026-02-26,Rain,1
SH_845,P_120,W_2,2026-02-13,Snow,0
SH_846,P_143,W_2,2026-02-23,Snow,0
SH_847,P_56,W_5,2026-02-05,Rain,0
SH_848,P_78,W_6,2026-01-31,Snow,1
SH_849,P_149,W_4,2026-01-31,Storm,0
SH_850,P_120,W_0,2026-01-15,Clear,0
SH_851,P_49,W_8,2026-01-18,Clear,0
SH_852,P_97,W_8,2026-03-20,Snow,0
SH_853,P_38,W_2,2026-02-10,Rain,0
SH_854,P_145,W_7,2026-01-19,Rain,0
SH_855,P_183,W_2,2026-01-12,Clear,0
SH_856,P_161,W_2,2026-01-07,Snow,0
SH_857,P_1,W_7,2026-03-12,Snow,1
SH_858,P_198,W_2,2026-01-09,Rain,0
SH_859,P_195,W_1,2026-03-05,Rain,0
SH_860,P_162,W_6,2026-03-11,Storm,1
SH_861,P_122,W_6,2026-03-15,Clear,1
SH_862,P_51,W_5,2026-01-04,Clear,0
SH_863,P_193,W_8,2026-01-28,Rain,1
SH_864,P_1,W_3,2026-03-05,Rain,0
SH_865,P_88,W_4,2026-01-11,Rain,0
SH_866,P_128,W_9,2026-02-01,Snow,1
SH_867,P_11,W_4,2026-01-14,Snow,0
SH_868,P_133,W_9,2026-03-11,Snow,0
SH_869,P_175,W_2,2026-03-06,Snow,0
SH_870,P_125,W_5,2026-03-09,Rain,1
SH_871,P_103,W_0,2026-01-14,Rain,0
SH_872,P_33,W_3,2026-02-06,Clear,0
SH_873,P_43,W_1,2026-02-04,Snow,0
SH_874,P_9,W_6,2026-02-26,Snow,0
SH_875,P_159,W_0,2026-01-20,Clear,0
SH_876,P_167,W_0,2026-02-06,Clear,0
SH_877,P_106,W_7,2026-01-24,Storm,1
SH_878,P_64,W_7,2026-03-04,Rain,0
SH_879,P_175,W_0,2026-02-07,Snow,1
SH_880,P_25,W_8,2026-02-14,Snow,0
SH_881,P_179,W_2,2026-01-26,Storm,0
SH_882,P_26,W_8,2026-03-09,Clear,1
SH_883,P_27,W_7,2026-02-08,Rain,0
SH_884,P_199,W_4,2026-03-11,Rain,0
SH_885,P_104,W_4,2026-01-31,Rain,1
SH_886,P_127,W_3,2026-03-20,Storm,1
SH_887,P_0,W_0,2026-03-23,Clear,0
SH_888,P_146,W_7,2026-02-08,Rain,0
SH_889,P_199,W_8,2026-01-24,Clear,0
SH_890,P_25,W_4,2026-02-01,Rain,0
SH_891,P_75,W_4,2026-02-13,Storm,1
SH_892,P_44,W_0,2026-03-22,Snow,1
SH_893,P_173,W_5,2026-03-09,Storm,0
SH_894,P_24,W_0,2026-03-08,Clear,0
SH_895,P_169,W_2,2026-01-12,Snow,1
SH_896,P_112,W_9,2026-01-21,Snow,0
SH_897,P_23,W_5,2026-02-23,Snow,1
SH_898,P_102,W_6,2026-03-14,Storm,1
SH_899,P_98,W_7,2026-02-16,Storm,0
SH_900,P_42,W_1,2026-01-09,Rain,0
SH_901,P_15,W_2,2026-03-12,Clear,0
SH_902,P_151,W_7,2026-03-12,Storm,1
SH_903,P_97,W_5,2026-01-24,Clear,0
SH_904,P_186,W_2,2026-03-05,Storm,0
SH_905,P_28,W_6,2026-01-23,Storm,1
SH_906,P_66,W_5,2026-03-17,Clear,0
SH_907,P_173,W_8,2026-01-13,Rain,0
SH_908,P_171,W_5,2026-02-06,Clear,0
SH_909,P_186,W_3,2026-03-20,Storm,1
SH_910,P_173,W_6,2026-01-19,Rain,0
SH_911,P_142,W_9,2026-02-07,Clear,1
SH_912,P_40,W_8,2026-01-30,Storm,0
SH_913,P_42,W_1,2026-01-03,Storm,1
SH_914,P_84,W_4,2026-01-05,Clear,0
SH_915,P_140,W_6,2026-02-11,Storm,0
SH_916,P_20,W_7,2026-01-20,Storm,0
SH_917,P_114,W_1,2026-03-24,Storm,1
SH_918,P_30,W_7,2026-02-01,Clear,0
SH_919,P_105,W_0,2026-01-03,Clear,0
SH_920,P_154,W_9,2026-03-19,Snow,0
SH_921,P_143,W_3,2026-03-11,Storm,0
SH_922,P_93,W_0,2026-02-23,Rain,0
SH_923,P_84,W_8,2026-03-07,Storm,0
SH_924,P_93,W_7,2026-01-12,Clear,1
SH_925,P_168,W_3,2026-01-24,Clear,0
SH_926,P_162,W_4,2026-03-10,Snow,0
SH_927,P_11,W_2,2026-02-27,Storm,1
SH_928,P_183,W_6,2026-01-12,Clear,1
SH_929,P_50,W_3,2026-02-28,Clear,0
SH_930,P_100,W_3,2026-02-07,Storm,0
SH_931,P_48,W_5,2026-01-01,Clear,0
SH_932,P_11,W_9,2026-01-07,Clear,0
SH_933,P_115,W_7,2026-01-22,Rain,0
SH_934,P_1,W_8,2026-03-11,Clear,0
SH_935,P_110,W_9,2026-02-15,Storm,0
SH_936,P_199,W_2,2026-03-02,Rain,0
SH_937,P_32,W_1,2026-02-13,Storm,0
SH_938,P_155,W_5,2026-01-10,Storm,0
SH_939,P_155,W_3,2026-01-24,Snow,1
SH_940,P_87,W_4,2026-01-25,Storm,0
SH_941,P_35,W_6,2026-01-04,Snow,0
SH_942,P_140,W_5,2026-02-04,Rain,0
SH_943,P_159,W_4,2026-03-07,Snow,0
SH_944,P_33,W_2,2026-02-07,Snow,0
SH_945,P_194,W_5,2026-01-10,Storm,1
SH_946,P_170,W_6,2026-03-17,Snow,0
SH_947,P_108,W_0,2026-02-19,Clear,1
SH_948,P_37,W_0,2026-01-02,Clear,0
SH_949,P_192,W_2,2026-02-12,Snow,0
SH_950,P_37,W_0,2026-01-21,Snow,1
SH_951,P_138,W_0,2026-01-12,Snow,0
SH_952,P_26,W_9,2026-02-05,Rain,0
SH_953,P_143,W_6,2026-02-21,Rain,0
SH_954,P_178,W_4,2026-01-20,Clear,0
SH_955,P_99,W_6,2026-02-04,Snow,0
SH_956,P_13,W_0,2026-02-25,Snow,1
SH_957,P_199,W_7,2026-01-08,Rain,0
SH_958,P_180,W_5,2026-03-22,Rain,0
SH_959,P_49,W_4,2026-01-06,Storm,1
SH_960,P_174,W_1,2026-02-13,Rain,0
SH_961,P_188,W_8,2026-02-12,Clear,0
SH_962,P_109,W_4,2026-03-24,Snow,1
SH_963,P_149,W_4,2026-02-15,Clear,0
SH_964,P_181,W_2,2026-02-02,Clear,0
SH_965,P_82,W_9,2026-02-09,Clear,0
SH_966,P_160,W_9,2026-02-22,Snow,1
SH_967,P_146,W_8,2026-03-23,Snow,1
SH_968,P_181,W_5,2026-01-22,Rain,0
SH_969,P_133,W_1,2026-01-02,Rain,0
SH_970,P_137,W_6,2026-03-07,Clear,0
SH_971,P_54,W_5,2026-01-29,Snow,1
SH_972,P_55,W_9,2026-03-02,Storm,0
SH_973,P_192,W_0,2026-02-22,Clear,0
SH_974,P_114,W_3,2026-03-06,Rain,0
SH_975,P_174,W_5,2026-03-03,Storm,0
SH_976,P_29,W_6,2026-01-28,Snow,0
SH_977,P_72,W_0,2026-01-04,Snow,0
SH_978,P_130,W_7,2026-02-15,Storm,1
SH_979,P_166,W_3,2026-03-09,Snow,1
SH_980,P_24,W_2,2026-01-15,Clear,0
SH_981,P_53,W_3,2026-03-06,Storm,0
SH_982,P_52,W_8,2026-02-08,Storm,0
SH_983,P_18,W_2,2026-02-27,Clear,0
SH_984,P_84,W_0,2026-02-22,Clear,1
SH_985,P_45,W_4,2026-03-09,Clear,0
SH_986,P_58,W_4,2026-01-06,Storm,1
SH_987,P_161,W_6,2026-03-06,Storm,1
SH_988,P_99,W_1,2026-02-07,Clear,0
SH_989,P_158,W_1,2026-01-25,Clear,0
SH_990,P_18,W_5,2026-01-04,Clear,0
SH_991,P_175,W_4,2026-01-17,Clear,1
SH_992,P_112,W_6,2026-01-04,Storm,0
SH_993,P_7,W_7,2026-03-19,Rain,0
SH_994,P_34,W_6,2026-02-12,Snow,0
SH_995,P_36,W_4,2026-03-24,Snow,0
SH_996,P_2,W_8,2026-02-15,Rain,1
SH_997,P_1,W_9,2026-01-22,Storm,1
SH_998,P_21,W_4,2026-03-04,Rain,0
SH_999,P_185,W_5,2026-01-16,Rain,0
SH_1000,P_165,W_8,2026-01-30,Rain,1
SH_1001,P_56,W_9,2026-03-06,Snow,1
SH_1002,P_46,W_9,2026-03-13,Clear,0
SH_1003,P_140,W_7,2026-01-28,Clear,0
SH_1004,P_17,W_4,2026-01-11,Clear,0
SH_1005,P_148,W_7,2026-01-31,Snow,1
SH_1006,P_171,W_3,2026-03-15,Clear,1
SH_1007,P_17,W_3,2026-03-03,Snow,0
SH_1008,P_84,W_9,2026-03-16,Snow,0
SH_1009,P_39,W_9,2026-02-02,Snow,0
SH_1010,P_109,W_2,2026-03-22,Clear,0
SH_1011,P_56,W_6,2026-02-11,Snow,0
SH_1012,P_34,W_5,2026-02-11,Storm,1
SH_1013,P_91,W_4,2026-03-18,Storm,0
SH_1014,P_44,W_9,2026-02-13,Clear,0
SH_1015,P_35,W_8,2026-03-08,Rain,0
SH_1016,P_160,W_1,2026-03-02,Clear,0
SH_1017,P_129,W_0,2026-01-07,Storm,0
SH_1018,P_54,W_0,2026-02-20,Snow,1
SH_1019,P_138,W_7,2026-03-10,Rain,0
SH_1020,P_57,W_9,2026-02-15,Snow,1
SH_1021,P_128,W_8,2026-01-27,Clear,0
SH_1022,P_128,W_0,2026-01-07,Rain,0
SH_1023,P_157,W_2,2026-02-24,Rain,0
SH_1024,P_45,W_9,2026-01-26,Rain,0
SH_1025,P_123,W_5,2026-02-20,Clear,1
SH_1026,P_124,W_3,2026-02-05,Clear,0
SH_1027,P_59,W_0,2026-02-27,Rain,0
SH_1028,P_92,W_6,2026-01-30,Storm,0
SH_1029,P_11,W_0,2026-01-04,Snow,1
SH_1030,P_133,W_4,2026-03-14,Snow,0
SH_1031,P_145,W_2,2026-01-30,Storm,0
SH_1032,P_93,W_9,2026-03-24,Clear,0
SH_1033,P_96,W_3,2026-01-23,Storm,1
SH_1034,P_88,W_7,2026-03-23,Storm,0
SH_1035,P_1,W_8,2026-03-20,Rain,0
SH_1036,P_58,W_1,2026-01-07,Snow,1
SH_1037,P_47,W_2,2026-02-22,Snow,0
SH_1038,P_30,W_3,2026-01-31,Storm,0
SH_1039,P_184,W_1,2026-03-08,Storm,0
SH_1040,P_122,W_3,2026-02-26,Rain,0
SH_1041,P_105,W_0,2026-03-21,Rain,1
SH_1042,P_146,W_9,2026-01-12,Rain,0
SH_1043,P_131,W_0,2026-02-20,Rain,1
SH_1044,P_66,W_2,2026-03-06,Storm,0
SH_1045,P_144,W_0,2026-01-03,Snow,0
SH_1046,P_55,W_7,2026-01-06,Storm,0
SH_1047,P_43,W_3,2026-03-06,Storm,0
SH_1048,P_149,W_2,2026-01-31,Snow,1
SH_1049,P_175,W_5,2026-02-01,Storm,1
SH_1050,P_17,W_3,2026-02-17,Storm,1
SH_1051,P_27,W_0,2026-02-20,Rain,0
SH_1052,P_129,W_6,2026-02-26,Rain,0
SH_1053,P_45,W_7,2026-03-20,Clear,0
SH_1054,P_136,W_8,2026-01-31,Clear,1
SH_1055,P_168,W_2,2026-03-05,Clear,0
SH_1056,P_198,W_6,2026-02-17,Storm,1
SH_1057,P_11,W_8,2026-02-13,Storm,1
SH_1058,P_123,W_6,2026-02-03,Snow,1
SH_1059,P_189,W_9,2026-02-23,Clear,0
SH_1060,P_65,W_7,2026-01-21,Rain,0
SH_1061,P_21,W_4,2026-01-10,Storm,1
SH_1062,P_1,W_0,2026-03-03,Clear,0
SH_1063,P_96,W_3,2026-02-11,Snow,1
SH_1064,P_27,W_2,2026-02-02,Storm,0
SH_1065,P_64,W_4,2026-02-16,Storm,0
SH_1066,P_156,W_4,2026-01-22,Storm,0
SH_1067,P_105,W_8,2026-01-22,Storm,1
SH_1068,P_143,W_8,2026-02-07,Storm,1
